list_name,itemname,material,quantity,description,latitude,longitude,altitude,radius,location,timestamp,dt,project_name,username,manual_upload,event_name,id,log_index
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","34.057365053782","-118.19444611089","110.30171810277","4.7274911460408","Los Angeles, California, United States of America","20240207203728","2024-02-07 20:37:28","Default","Debony Garcia","0","","2783847","72317"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","34.057357607396","-118.19445540094","109.95065055043","4.7296148474879","Los Angeles, California, United States of America","20240207203729","2024-02-07 20:37:29","Default","Debony Garcia","0","","2783848","72317"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","2","","34.057719695937","-118.1949303524","110.12059246283","4.7374774067747","Los Angeles, California, United States of America","20240207203955","2024-02-07 20:39:55","Default","Debony Garcia","0","","2783858","72317"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","34.057820185969","-118.19496290341","112.50001940597","4.7350740326243","Los Angeles, California, United States of America","20240207204017","2024-02-07 20:40:17","Default","Debony Garcia","0","","2783863","72317"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","34.057881089514","-118.19497523704","111.81445703004","4.7414798985616","Los Angeles, California, United States of America","20240207204035","2024-02-07 20:40:35","Default","Debony Garcia","0","","2783865","72317"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","34.057904328038","-118.19498919865","111.46850304492","4.7383538662401","Los Angeles, California, United States of America","20240207204044","2024-02-07 20:40:44","Default","Debony Garcia","0","","2783867","72317"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","34.057909107772","-118.19499487896","111.51919843536","4.7389839131944","Los Angeles, California, United States of America","20240207204046","2024-02-07 20:40:46","Default","Debony Garcia","0","","2783868","72317"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","34.05715168444","-118.19483862016","108.69310423266","4.7344635267754","Los Angeles, California, United States of America","20240207204559","2024-02-07 20:45:59","Default","Debony Garcia","0","","2783902","72317"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","34.057230536359","-118.19433871762","110.18302918784","4.7269885580369","Los Angeles, California, United States of America","20240207204659","2024-02-07 20:46:59","Default","Debony Garcia","0","","2783905","72317"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","34.099382524328","-118.31700302284","114.96643390134","14.254590579052","Los Angeles, California, United States of America","20240207223131","2024-02-07 22:31:31","Default","sanchezjasmin22","0","","2785281","72385"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","2","","34.099350707525","-118.31642187535","115.1956277173","14.247715183697","Los Angeles, California, United States of America","20240207223234","2024-02-07 22:32:34","Default","sanchezjasmin22","0","","2785283","72385"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","34.099381578343","-118.31752882744","115.20595798641","14.240790422637","Los Angeles, California, United States of America","20240207224121","2024-02-07 22:41:21","Default","sanchezjasmin22","0","","2785308","72385"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","34.099385036454","-118.31751595101","115.15719709918","14.240464502837","Los Angeles, California, United States of America","20240207224123","2024-02-07 22:41:23","Default","sanchezjasmin22","0","","2785309","72385"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","34.099386436391","-118.31750910918","115.40517665073","14.239905699874","Los Angeles, California, United States of America","20240207224126","2024-02-07 22:41:26","Default","sanchezjasmin22","0","","2785310","72385"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","34.099876273421","-118.12471734059","147.14252036158","4.7323921022068","Los Angeles County, California, United States of America","20240221190949","2024-02-21 19:09:49","Default","Debony Garcia","0","","2793718","72694"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","34.099885555671","-118.1247367277","147.67281720694","4.7334838351246","Los Angeles County, California, United States of America","20240221190952","2024-02-21 19:09:52","Default","Debony Garcia","0","","2793719","72694"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","34.099887066377","-118.12473974603","148.04245728999","4.7350542028093","Los Angeles County, California, United States of America","20240221190953","2024-02-21 19:09:53","Default","Debony Garcia","0","","2793720","72694"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","34.1002970716","-118.12516186171","146.93242716137","4.7360145444668","Los Angeles County, California, United States of America","20240221191152","2024-02-21 19:11:52","Default","Debony Garcia","0","","2793725","72694"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","34.100303671497","-118.12516870101","147.2772237435","4.7334700431791","Los Angeles County, California, United States of America","20240221191153","2024-02-21 19:11:53","Default","Debony Garcia","0","","2793726","72694"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","34.100214737339","-118.12521143143","146.76134606078","4.7391438693233","Los Angeles County, California, United States of America","20240221191309","2024-02-21 19:13:09","Default","Debony Garcia","0","","2793730","72694"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","34.100263771921","-118.12543270864","147.59401268046","4.7283960491317","Los Angeles County, California, United States of America","20240221191338","2024-02-21 19:13:38","Default","Debony Garcia","0","","2793732","72694"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","34.099369978052","-118.12548602472","152.57791973464","4.7371305660525","Los Angeles County, California, United States of America","20240221191710","2024-02-21 19:17:10","Default","Debony Garcia","0","","2793747","72694"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","33.969835384977","-118.18468464424","40.705660282634","4.7590256165329","Bell Gardens, California, United States of America","20240221193302","2024-02-21 19:33:02","","e.lleeeeeeee","0","","2794034","72707"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","33.9695720688","-118.18225196357","40.042886569165","4.7313143049228","Bell Gardens, California, United States of America","20240221193700","2024-02-21 19:37:00","","e.lleeeeeeee","0","","2794044","72707"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","33.969254607768","-118.17937769501","40.607065662742","4.7808599029449","Bell Gardens, California, United States of America","20240221194016","2024-02-21 19:40:16","","e.lleeeeeeee","0","","2794055","72707"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","33.969181280905","-118.17879717521","39.399585107341","4.7440822158911","Bell Gardens, California, United States of America","20240221194056","2024-02-21 19:40:56","","e.lleeeeeeee","0","","2794056","72707"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","2","","33.969181257536","-118.17868220172","40.820756603964","4.7417380354225","Bell Gardens, California, United States of America","20240221194118","2024-02-21 19:41:18","","e.lleeeeeeee","0","","2794058","72707"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","34.065975888513","-118.16649972753","163.22151796613","4.6951112371479","Los Angeles, California, United States of America","20240221201523","2024-02-21 20:15:23","Default","asainz","0","","2794107","72709"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","34.065933593279","-118.16832892618","148.43246280029","4.7452956189053","Los Angeles, California, United States of America","20240221201932","2024-02-21 20:19:32","Default","asainz","0","","2794112","72709"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","34.065665204457","-118.1684835812","148.40189934801","4.7430332203678","Los Angeles, California, United States of America","20240221202015","2024-02-21 20:20:15","Default","asainz","0","","2794113","72709"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","33.968760329686","-118.22979570982","45.610307500698","4.7343361162238","Huntington Park, California, United States of America","20240221203050","2024-02-21 20:30:50","Default","Rosaliel","0","","2794199","72716"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","33.968732268721","-118.22948069768","44.059939355589","4.7406549069056","Huntington Park, California, United States of America","20240221203136","2024-02-21 20:31:36","Default","Rosaliel","0","","2794202","72716"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","34.036212230379","-117.7814450487","289.98978440184","4.7496782680543","Pomona, California, United States of America","20240221221743","2024-02-21 22:17:43","Default","rubben.n","0","","2794657","72735"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","33.96078599608","-118.27560745163","42.416109085083","6.0009062052607","Los Angeles, California, United States of America","20240225205136","2024-02-25 20:51:36","Default","Mintzuki","0","","2796975","72809"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","2","","33.960625465905","-118.27564095653","42.416109085083","6.0009062052607","Los Angeles, California, United States of America","20240225205411","2024-02-25 20:54:11","Default","Mintzuki","0","","2796983","72809"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","3","","33.960553031009","-118.27561758857","42.411275438605","12.66578718839","Los Angeles, California, United States of America","20240225205625","2024-02-25 20:56:25","Default","Mintzuki","0","","2796992","72809"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","33.96063325462","-118.27555066147","42.416109085083","11.106508093475","Los Angeles, California, United States of America","20240225205654","2024-02-25 20:56:54","Default","Mintzuki","0","","2796996","72809"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","34.011670621167","-117.87121781395","176.8380967835","4.5742526867619","West Covina, California, United States of America","20240313190829","2024-03-13 19:08:29","Default","MattPin45","0","","2815736","73254"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","34.010739742695","-117.87037152197","179.61507538613","4.7246617429667","West Covina, California, United States of America","20240313191027","2024-03-13 19:10:27","Default","MattPin45","0","","2815739","73254"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","34.008998720552","-117.86917558781","172.97546624579","4.7230005089752","West Covina, California, United States of America","20240313191331","2024-03-13 19:13:31","Default","MattPin45","0","","2815740","73254"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","34.05072324131","-118.26315522471","95.404314190127","13.513990007474","Los Angeles, California, United States of America","20240313193628","2024-03-13 19:36:28","Default","Rosaliel","0","","2815843","73261"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","34.05072324131","-118.26315522471","95.404314190127","13.513990007474","Los Angeles, California, United States of America","20240313193628","2024-03-13 19:36:28","Default","Rosaliel","0","","2815844","73261"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","34.050769807868","-118.26417486999","93.820013295859","14.235528118413","Los Angeles, California, United States of America","20240313193802","2024-03-13 19:38:02","Default","Rosaliel","0","","2815876","73261"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","34.051344877361","-118.26562377472","94.101993811317","14.254479580241","Los Angeles, California, United States of America","20240313194508","2024-03-13 19:45:08","Default","Rosaliel","0","","2815888","73261"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","34.065808263383","-118.16797674771","149.98248808272","4.7453162199087","Los Angeles, California, United States of America","20240314191238","2024-03-14 19:12:38","Default","asainz","0","","2816617","73288"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","3","","34.051585554107","-118.24213992758","85.999809840694","14.253164191392","Los Angeles, California, United States of America","20240315172421","2024-03-15 17:24:21","Default","e.lleeeeeeee","0","","2816864","73299"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","2","","34.051478028216","-118.24200733848","86.060234938748","14.287596702129","Los Angeles, California, United States of America","20240315172434","2024-03-15 17:24:34","Default","e.lleeeeeeee","0","","2816865","73299"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","2","","34.051306018154","-118.24181000431","85.445873411372","14.303470707263","Los Angeles, California, United States of America","20240315172511","2024-03-15 17:25:11","Default","e.lleeeeeeee","0","","2816869","73299"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","34.050923715775","-118.24424934118","85.552304997109","14.238930758811","Los Angeles, California, United States of America","20240315173340","2024-03-15 17:33:40","Default","e.lleeeeeeee","0","","2816887","73299"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","34.035783043603","-117.77935790474","282.66042840015","4.7334393290864","Pomona, California, United States of America","20240318152411","2024-03-18 15:24:11","Default","rubben.n","0","","2820758","73399"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","34.040610476809","-118.21692830108","88.590304085985","4.7355696885507","Los Angeles, California, United States of America","20240326231752","2024-03-26 23:17:52","Default","Debony Garcia","0","","2825313","73506"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","33.968753452152","-118.22942981316","45.024758940563","4.7627944203376","Huntington Park, California, United States of America","20240327193237","2024-03-27 19:32:37","Default","Rosaliel","0","","2825735","73523"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","33.968658028135","-118.22863349009","44.643419121392","4.7316121144212","Huntington Park, California, United States of America","20240327193436","2024-03-27 19:34:36","Default","Rosaliel","0","","2825741","73523"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","33.968465443232","-118.22672587165","46.419854948297","4.7375767434039","Huntington Park, California, United States of America","20240327193820","2024-03-27 19:38:20","Default","Rosaliel","0","","2825752","73523"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","33.968447463332","-118.22660750334","45.50063598901","4.7337291271626","Huntington Park, California, United States of America","20240327193832","2024-03-27 19:38:32","Default","Rosaliel","0","","2825753","73523"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","34.064647173541","-118.16942945134","144.29671859741","8.6033499136786","Los Angeles, California, United States of America","20240328190223","2024-03-28 19:02:23","Default","asainz","0","","2826957","73545"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","33.964941633594","-118.20788268186","41.970080893487","4.7838596770058","Huntington Park, California, United States of America","20240404021424","2024-04-04 02:14:24","Default","e.lleeeeeeee","0","","2833650","73643"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","33.96478106186","-118.20675239343","41.702852076851","4.7439104733742","Huntington Park, California, United States of America","20240404021611","2024-04-04 02:16:11","Default","e.lleeeeeeee","0","","2833656","73643"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","33.964651585027","-118.20521304153","41.724869058467","4.729678085046","Huntington Park, California, United States of America","20240404022001","2024-04-04 02:20:01","Default","e.lleeeeeeee","0","","2833668","73643"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","34.015286415669","-117.86407595716","171.63580581825","4.745423555491","Walnut, California, United States of America","20240406193406","2024-04-06 19:34:06","Default","MattPin45","0","","2834761","73678"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","34.015286028869","-117.86407532681","171.50733360276","4.7442200985264","Walnut, California, United States of America","20240406193407","2024-04-06 19:34:07","Default","MattPin45","0","","2834763","73678"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","34.015286028869","-117.86407532681","171.50733360276","4.7442200985264","Walnut, California, United States of America","20240406193407","2024-04-06 19:34:07","Default","MattPin45","0","","2834764","73678"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","37.941027588454","23.668204032696","2.4495970895514","4.8336676636229","Piraeus, Attica, Greece","20240414125520","2024-04-14 12:55:20","","eugenia_rem","0","","2839538","73950"
"4ocean Marine Debris Tracker","Plastic Bags","ALL ITEMS","1","","37.940938297702","23.668035623509","2.5481030484661","4.8199115864504","Piraeus, Attica, Greece","20240414125955","2024-04-14 12:59:55","","eugenia_rem","0","","2839539","73950"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","1","","51.8670578003","-8.50032043457","54.6379966736","12.0018119812","Ballincollig - Carrigaline, Ireland","20191018201713","2019-10-18 20:17:13","","LitterMapper","0","","545134","17442"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","320","","26.4060492","-80.1128163","-25","24.5240001678","Boca Raton, Florida, United States of America","20191125133031","2019-11-25 13:30:31","","4ocean","0","","575288","18102"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","3","","39.5323791504","-76.4093170166","128.718475342","12.5089950562","Fallston, Maryland, United States of America","20200205222907","2020-02-05 22:29:07","","102233502 (SciStarter)","0","","627830","19320"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","5","","45.7044181824","-121.526603699","132.474884033","65","Hood River, Oregon, United States of America","20200304165810","2020-03-04 16:58:10","","Zat_The_Rat","0","","655609","19952"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","2","","43.5511665344","-70.5280609131","20.1090965271","10","Dayton, Maine, United States of America","20200414134637","2020-04-14 13:46:37","","Jacqui","0","","680811","20523"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","1","","38.5370788574","-75.0801467896","1.99999988079","311.490081787","Ocean View, Delaware, United States of America","20200607005445","2020-06-07 00:54:45","","Christine kitchen ","0","","704137","21313"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","1","","37.1113243103","22.906332016","10.3536520004","65","Arcadia Regional Unit, Peloponnese, Western Greece and the Ionian, Greece","20200806085241","2020-08-06 08:52:41","","RobinH","0","","749928","22459"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","1","","37.1113243103","22.906332016","10.3536520004","65","Arcadia Regional Unit, Peloponnese, Western Greece and the Ionian, Greece","20200806085243","2020-08-06 08:52:43","","RobinH","0","","749929","22459"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","1","","37.1113243103","22.906332016","10.3536520004","65","Arcadia Regional Unit, Peloponnese, Western Greece and the Ionian, Greece","20200806085243","2020-08-06 08:52:43","","RobinH","0","","749930","22459"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","1","","37.1113243103","22.906332016","10.3536520004","65","Arcadia Regional Unit, Peloponnese, Western Greece and the Ionian, Greece","20200806085244","2020-08-06 08:52:44","","RobinH","0","","749931","22459"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","1","","37.1113243103","22.906332016","10.3536520004","65","Arcadia Regional Unit, Peloponnese, Western Greece and the Ionian, Greece","20200806085244","2020-08-06 08:52:44","","RobinH","0","","749932","22459"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","1","","37.1113243103","22.906332016","10.3536520004","65","Arcadia Regional Unit, Peloponnese, Western Greece and the Ionian, Greece","20200806085246","2020-08-06 08:52:46","","RobinH","0","","749933","22459"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","10","","37.1113243103","22.906332016","10.3536520004","65","Arcadia Regional Unit, Peloponnese, Western Greece and the Ionian, Greece","20200806085250","2020-08-06 08:52:50","","RobinH","0","","749934","22459"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","1","","37.1182098389","22.903886795","10.3536520004","1128.11437988","Arcadia Regional Unit, Peloponnese, Western Greece and the Ionian, Greece","20200806085351","2020-08-06 08:53:51","","RobinH","0","","749976","22459"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","1","","37.1182098389","22.903886795","10.3536520004","1128.11437988","Arcadia Regional Unit, Peloponnese, Western Greece and the Ionian, Greece","20200806085351","2020-08-06 08:53:51","","RobinH","0","","749977","22459"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","1","","37.1182098389","22.903886795","10.3536520004","1128.11437988","Arcadia Regional Unit, Peloponnese, Western Greece and the Ionian, Greece","20200806085352","2020-08-06 08:53:52","","RobinH","0","","749978","22459"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","1","","37.1112785339","22.9063663483","12.3131256104","6.0009059906","Arcadia Regional Unit, Peloponnese, Western Greece and the Ionian, Greece","20200806092829","2020-08-06 09:28:29","","RobinH","0","","749985","22460"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","1","","37.1112785339","22.9063663483","12.3131256104","6.0009059906","Arcadia Regional Unit, Peloponnese, Western Greece and the Ionian, Greece","20200806092829","2020-08-06 09:28:29","","RobinH","0","","749986","22460"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","1","","37.1112785339","22.9063663483","12.3111085892","6.0009059906","Arcadia Regional Unit, Peloponnese, Western Greece and the Ionian, Greece","20200806092830","2020-08-06 09:28:30","","RobinH","0","","749987","22460"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","1","","37.1112785339","22.9063663483","12.3111085892","6.0009059906","Arcadia Regional Unit, Peloponnese, Western Greece and the Ionian, Greece","20200806092831","2020-08-06 09:28:31","","RobinH","0","","749988","22460"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","1","","37.1112785339","22.9063644409","12.3079099655","6.0009059906","Arcadia Regional Unit, Peloponnese, Western Greece and the Ionian, Greece","20200806092831","2020-08-06 09:28:31","","RobinH","0","","749989","22460"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","1","","37.1112785339","22.9063644409","12.306728363","6.0009059906","Arcadia Regional Unit, Peloponnese, Western Greece and the Ionian, Greece","20200806092832","2020-08-06 09:28:32","","RobinH","0","","749990","22460"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","1","","37.1112785339","22.9063644409","12.306728363","6.0009059906","Arcadia Regional Unit, Peloponnese, Western Greece and the Ionian, Greece","20200806092832","2020-08-06 09:28:32","","RobinH","0","","749991","22460"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","1","","37.1112785339","22.9063644409","12.3023900986","6.0009059906","Arcadia Regional Unit, Peloponnese, Western Greece and the Ionian, Greece","20200806092833","2020-08-06 09:28:33","","RobinH","0","","749992","22460"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","4","","35.138153076172","-75.905395507812","-0.00029185207677074","8000","Ocracoke, North Carolina, United States of America","20201122132023","2020-11-22 13:20:23","","Ocracoke ","0","","854347","24943"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","2","","35.110404968262","-75.974594116211","0.0000000000032560351984068","478.64553833008","Ocracoke, North Carolina, United States of America","20201213001246","2020-12-13 00:12:46","","Ocracoke ","0","","878978","25497"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","2","","34.713558197021","-76.655120849609","2.0844078063965","5","Beaufort, North Carolina, United States of America","20210118211709","2021-01-18 21:17:09","","Briggs Cloutier","0","","902991","26065"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","1","","34.713558197021","-76.655120849609","2.0844078063965","5","Beaufort, North Carolina, United States of America","20210118211709","2021-01-18 21:17:09","","Briggs Cloutier","0","","902992","26065"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","1","","34.713558197021","-76.655120849609","2.0844078063965","5","Beaufort, North Carolina, United States of America","20210118211710","2021-01-18 21:17:10","","Briggs Cloutier","0","","902993","26065"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","1","","34.713558197021","-76.655120849609","2.0844078063965","5","Beaufort, North Carolina, United States of America","20210118211710","2021-01-18 21:17:10","","Briggs Cloutier","0","","902994","26065"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","1","","34.713558197021","-76.655120849609","2.0844078063965","5","Beaufort, North Carolina, United States of America","20210118211711","2021-01-18 21:17:11","","Briggs Cloutier","0","","902995","26065"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","1","","34.713558197021","-76.655120849609","2.0844078063965","5","Beaufort, North Carolina, United States of America","20210118211711","2021-01-18 21:17:11","","Briggs Cloutier","0","","902996","26065"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","1","","34.713558197021","-76.655120849609","2.0844078063965","5","Beaufort, North Carolina, United States of America","20210118211712","2021-01-18 21:17:12","","Briggs Cloutier","0","","902997","26065"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","1","","42.290019989014","-71.63703918457","93.697151184082","9.2823705673218","Westborough, Massachusetts, United States of America","20210225033016","2021-02-25 03:30:16","","coco jiang","0","","942438","26848"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","1","","42.290019989014","-71.63703918457","93.697151184082","8.8205223083496","Westborough, Massachusetts, United States of America","20210225033017","2021-02-25 03:30:17","","coco jiang","0","","942439","26848"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","1","","42.290019989014","-71.63703918457","93.697151184082","8.8205223083496","Westborough, Massachusetts, United States of America","20210225033017","2021-02-25 03:30:17","","coco jiang","0","","942440","26848"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","6","","35.78399173899","-78.657846448411","111.58395917341","16.878376077865","Raleigh, North Carolina, United States of America","20210413204630","2021-04-13 20:46:30","Default","agunash","0","","1492797","37241"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","1","","34.697331158154","-76.740765929416","2.5260441437387","8.9056141409126","Atlantic Beach, North Carolina, United States of America","20210430203155","2021-04-30 20:31:55","Default","102335272 (SciStarter)","0","","1546081","38760"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","1","","34.697175885912","-76.740913727239","2.0058722505346","4.8356620117054","Atlantic Beach, North Carolina, United States of America","20210430203155","2021-04-30 20:31:55","Default","102335272 (SciStarter)","0","","1546085","38760"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","1","","34.697265865026","-76.740826617776","2.2276755040511","4.8536445485788","Atlantic Beach, North Carolina, United States of America","20210502145939","2021-05-02 14:59:39","Default","102335272 (SciStarter)","0","","1549549","38855"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","1","","34.697101095475","-76.740931389149","1.5795981520787","4.8162149507816","Atlantic Beach, North Carolina, United States of America","20210502145939","2021-05-02 14:59:39","Default","102335272 (SciStarter)","0","","1549553","38855"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","1","","34.697143588534","-76.741290728392","1.8917723270133","4.8071797075076","Atlantic Beach, North Carolina, United States of America","20210502145939","2021-05-02 14:59:39","Default","102335272 (SciStarter)","0","","1549561","38855"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","1","","34.697093210195","-76.742706406793","1.9199811462313","4.8448759245924","Atlantic Beach, North Carolina, United States of America","20210502145939","2021-05-02 14:59:39","Default","102335272 (SciStarter)","0","","1549566","38855"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","1","","34.697192348577","-76.74216775298","2.1889710370451","4.7852659898718","Atlantic Beach, North Carolina, United States of America","20210502145939","2021-05-02 14:59:39","Default","102335272 (SciStarter)","0","","1549572","38855"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","1","","34.696475701993","-76.781261474294","2.5447298781946","4.8627506014232","Atlantic Beach, North Carolina, United States of America","20210502152737","2021-05-02 15:27:37","Default","102335272 (SciStarter)","0","","1549655","38857"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","1","","34.696733489674","-76.780666964462","3.6289579663426","4.8366124027737","Atlantic Beach, North Carolina, United States of America","20210502152737","2021-05-02 15:27:37","Default","102335272 (SciStarter)","0","","1549657","38857"
"4ocean Marine Debris Tracker","Plastic Beverage Bottles","ALL ITEMS","1","","34.696739145734","-76.780654014397","3.2396902702749","4.8389553810203","Atlantic Beach, North Carolina, United States of America","20210502152737","2021-05-02 15:27:37","Default","102335272 (SciStarter)","0","","1549658","38857"
